,0,1
0,glioma/Tr-gl_0890.jpg,0
1,glioma/Tr-gl_0535.jpg,0
2,glioma/Tr-gl_0655.jpg,0
3,glioma/Tr-gl_0100.jpg,0
4,glioma/Tr-gl_0951.jpg,0
5,glioma/Tr-gl_0333.jpg,0
6,glioma/Tr-gl_0906.jpg,0
7,glioma/Tr-gl_0854.jpg,0
8,glioma/Tr-gl_1218.jpg,0
9,glioma/Tr-gl_0317.jpg,0
10,glioma/Tr-gl_0762.jpg,0
11,glioma/Tr-gl_0278.jpg,0
12,glioma/Tr-gl_0644.jpg,0
13,glioma/Tr-gl_0395.jpg,0
14,glioma/Tr-gl_1155.jpg,0
15,glioma/Tr-gl_1086.jpg,0
16,glioma/Tr-gl_0284.jpg,0
17,glioma/Tr-gl_0117.jpg,0
18,glioma/Tr-gl_0320.jpg,0
19,glioma/Tr-gl_0618.jpg,0
20,glioma/Tr-glTr_0001.jpg,0
21,glioma/Tr-gl_1034.jpg,0
22,glioma/Tr-gl_0088.jpg,0
23,glioma/Tr-gl_0028.jpg,0
24,glioma/Tr-gl_0533.jpg,0
25,glioma/Tr-gl_1016.jpg,0
26,glioma/Tr-gl_0992.jpg,0
27,glioma/Tr-gl_0300.jpg,0
28,glioma/Tr-gl_0871.jpg,0
29,glioma/Tr-gl_0253.jpg,0
30,glioma/Tr-gl_0884.jpg,0
31,glioma/Tr-gl_0576.jpg,0
32,glioma/Tr-gl_0878.jpg,0
33,glioma/Tr-gl_1232.jpg,0
34,glioma/Tr-gl_0976.jpg,0
35,glioma/Tr-gl_0759.jpg,0
36,glioma/Tr-gl_0015.jpg,0
37,glioma/Tr-gl_0761.jpg,0
38,glioma/Tr-gl_0364.jpg,0
39,glioma/Tr-gl_0371.jpg,0
40,glioma/Tr-gl_0612.jpg,0
41,glioma/Tr-gl_0981.jpg,0
42,glioma/Tr-gl_0025.jpg,0
43,glioma/Tr-gl_1036.jpg,0
44,glioma/Tr-gl_0297.jpg,0
45,glioma/Tr-gl_0813.jpg,0
46,glioma/Tr-gl_0868.jpg,0
47,glioma/Tr-gl_1145.jpg,0
48,glioma/Tr-gl_0265.jpg,0
49,glioma/Tr-gl_0540.jpg,0
50,glioma/Tr-gl_0125.jpg,0
51,glioma/Tr-gl_0417.jpg,0
52,glioma/Tr-gl_0843.jpg,0
53,glioma/Tr-gl_0378.jpg,0
54,glioma/Tr-gl_0323.jpg,0
55,glioma/Tr-gl_0625.jpg,0
56,glioma/Tr-gl_1255.jpg,0
57,glioma/Tr-gl_1125.jpg,0
58,glioma/Tr-gl_1316.jpg,0
59,glioma/Tr-gl_0781.jpg,0
60,glioma/Tr-gl_0772.jpg,0
61,glioma/Tr-gl_0218.jpg,0
62,glioma/Tr-gl_1138.jpg,0
63,glioma/Tr-gl_0777.jpg,0
64,glioma/Tr-gl_0828.jpg,0
65,glioma/Tr-gl_0478.jpg,0
66,glioma/Tr-gl_0948.jpg,0
67,glioma/Tr-gl_0238.jpg,0
68,glioma/Tr-gl_0959.jpg,0
69,glioma/Tr-gl_0207.jpg,0
70,glioma/Tr-gl_1263.jpg,0
71,glioma/Tr-gl_0426.jpg,0
72,glioma/Tr-gl_0161.jpg,0
73,glioma/Tr-gl_1101.jpg,0
74,glioma/Tr-gl_0692.jpg,0
75,glioma/Tr-gl_1282.jpg,0
76,glioma/Tr-gl_0376.jpg,0
77,glioma/Tr-gl_0412.jpg,0
78,glioma/Tr-gl_0899.jpg,0
79,glioma/Tr-gl_0805.jpg,0
80,glioma/Tr-gl_0026.jpg,0
81,glioma/Tr-gl_1079.jpg,0
82,glioma/Tr-gl_0139.jpg,0
83,glioma/Tr-gl_0177.jpg,0
84,glioma/Tr-gl_0792.jpg,0
85,glioma/Tr-glTr_0002.jpg,0
86,glioma/Tr-gl_0385.jpg,0
87,glioma/Tr-gl_0565.jpg,0
88,glioma/Tr-gl_1062.jpg,0
89,glioma/Tr-gl_0726.jpg,0
90,glioma/Tr-gl_0879.jpg,0
91,glioma/Tr-gl_0922.jpg,0
92,glioma/Tr-gl_0449.jpg,0
93,glioma/Tr-gl_0559.jpg,0
94,glioma/Tr-gl_0844.jpg,0
95,glioma/Tr-gl_0151.jpg,0
96,glioma/Tr-gl_0549.jpg,0
97,glioma/Tr-gl_1023.jpg,0
98,glioma/Tr-gl_1306.jpg,0
99,glioma/Tr-gl_0101.jpg,0
100,glioma/Tr-gl_0697.jpg,0
101,glioma/Tr-gl_0672.jpg,0
102,glioma/Tr-gl_0473.jpg,0
103,glioma/Tr-gl_0472.jpg,0
104,glioma/Tr-gl_1129.jpg,0
105,glioma/Tr-gl_1144.jpg,0
106,glioma/Tr-gl_0604.jpg,0
107,glioma/Tr-gl_1298.jpg,0
108,glioma/Tr-gl_0572.jpg,0
109,glioma/Tr-gl_0888.jpg,0
110,glioma/Tr-gl_0858.jpg,0
111,glioma/Tr-gl_0908.jpg,0
112,glioma/Tr-gl_0651.jpg,0
113,glioma/Tr-gl_1250.jpg,0
114,glioma/Tr-gl_1010.jpg,0
115,glioma/Tr-gl_0075.jpg,0
116,glioma/Tr-gl_1097.jpg,0
117,glioma/Tr-gl_0343.jpg,0
118,glioma/Tr-gl_1041.jpg,0
119,glioma/Tr-gl_0023.jpg,0
120,glioma/Tr-gl_0920.jpg,0
121,glioma/Tr-gl_0393.jpg,0
122,glioma/Tr-gl_0767.jpg,0
123,glioma/Tr-gl_0497.jpg,0
124,glioma/Tr-gl_0582.jpg,0
125,glioma/Tr-gl_0979.jpg,0
126,glioma/Tr-gl_0302.jpg,0
127,glioma/Tr-gl_0566.jpg,0
128,glioma/Tr-gl_0312.jpg,0
129,glioma/Tr-gl_1210.jpg,0
130,glioma/Tr-gl_1196.jpg,0
131,glioma/Tr-gl_0609.jpg,0
132,glioma/Tr-gl_0059.jpg,0
133,glioma/Tr-gl_1267.jpg,0
134,glioma/Tr-gl_0993.jpg,0
135,glioma/Tr-gl_0193.jpg,0
136,glioma/Tr-gl_0215.jpg,0
137,glioma/Tr-gl_0836.jpg,0
138,glioma/Tr-gl_0503.jpg,0
139,glioma/Tr-gl_1073.jpg,0
140,glioma/Tr-gl_0095.jpg,0
141,glioma/Tr-gl_0801.jpg,0
142,glioma/Tr-gl_1017.jpg,0
143,glioma/Tr-gl_0421.jpg,0
144,glioma/Tr-gl_1212.jpg,0
145,glioma/Tr-gl_0360.jpg,0
146,glioma/Tr-gl_0150.jpg,0
147,glioma/Tr-gl_0169.jpg,0
148,glioma/Tr-gl_0966.jpg,0
149,glioma/Tr-gl_1315.jpg,0
150,glioma/Tr-gl_0247.jpg,0
151,glioma/Tr-gl_0094.jpg,0
152,glioma/Tr-gl_0913.jpg,0
153,glioma/Tr-gl_0108.jpg,0
154,glioma/Tr-gl_0957.jpg,0
155,glioma/Tr-gl_1280.jpg,0
156,glioma/Tr-gl_1319.jpg,0
157,glioma/Tr-gl_0915.jpg,0
158,glioma/Tr-gl_0509.jpg,0
159,glioma/Tr-gl_0392.jpg,0
160,glioma/Tr-gl_0857.jpg,0
161,glioma/Tr-gl_0382.jpg,0
162,glioma/Tr-gl_0722.jpg,0
163,glioma/Tr-gl_0363.jpg,0
164,glioma/Tr-gl_0518.jpg,0
165,glioma/Tr-gl_0932.jpg,0
166,glioma/Tr-gl_0263.jpg,0
167,glioma/Tr-gl_1313.jpg,0
168,glioma/Tr-gl_1077.jpg,0
169,glioma/Tr-gl_0517.jpg,0
170,glioma/Tr-gl_0731.jpg,0
171,glioma/Tr-gl_0172.jpg,0
172,glioma/Tr-gl_0350.jpg,0
173,glioma/Tr-gl_0481.jpg,0
174,glioma/Tr-gl_0182.jpg,0
175,glioma/Tr-gl_0935.jpg,0
176,glioma/Tr-gl_0765.jpg,0
177,glioma/Tr-gl_1098.jpg,0
178,glioma/Tr-gl_0887.jpg,0
179,glioma/Tr-gl_1309.jpg,0
180,glioma/Tr-gl_0113.jpg,0
181,glioma/Tr-gl_0053.jpg,0
182,glioma/Tr-gl_1080.jpg,0
183,glioma/Tr-gl_0495.jpg,0
184,glioma/Tr-gl_1015.jpg,0
185,glioma/Tr-gl_0639.jpg,0
186,glioma/Tr-gl_0233.jpg,0
187,glioma/Tr-gl_1001.jpg,0
188,glioma/Tr-gl_1124.jpg,0
189,glioma/Tr-gl_1060.jpg,0
190,glioma/Tr-gl_1151.jpg,0
191,glioma/Tr-gl_0934.jpg,0
192,glioma/Tr-gl_0199.jpg,0
193,glioma/Tr-gl_0596.jpg,0
194,glioma/Tr-gl_0694.jpg,0
195,glioma/Tr-gl_0303.jpg,0
196,glioma/Tr-gl_0755.jpg,0
197,glioma/Tr-gl_0372.jpg,0
198,glioma/Tr-gl_0219.jpg,0
199,glioma/Tr-gl_1146.jpg,0
200,glioma/Tr-gl_0409.jpg,0
201,glioma/Tr-gl_0586.jpg,0
202,glioma/Tr-gl_0414.jpg,0
203,glioma/Tr-gl_0396.jpg,0
204,glioma/Tr-gl_0295.jpg,0
205,glioma/Tr-gl_0296.jpg,0
206,glioma/Tr-gl_1071.jpg,0
207,glioma/Tr-gl_0911.jpg,0
208,glioma/Tr-gl_1297.jpg,0
209,glioma/Tr-gl_0357.jpg,0
210,glioma/Tr-gl_0711.jpg,0
211,glioma/Tr-gl_0689.jpg,0
212,glioma/Tr-gl_1030.jpg,0
213,glioma/Tr-gl_0958.jpg,0
214,glioma/Tr-gl_0281.jpg,0
215,glioma/Tr-gl_0501.jpg,0
216,glioma/Tr-gl_0082.jpg,0
217,glioma/Tr-gl_1314.jpg,0
218,glioma/Tr-gl_0201.jpg,0
219,glioma/Tr-gl_0348.jpg,0
220,glioma/Tr-gl_0345.jpg,0
221,glioma/Tr-gl_1008.jpg,0
222,glioma/Tr-gl_0044.jpg,0
223,glioma/Tr-gl_1172.jpg,0
224,glioma/Tr-gl_0656.jpg,0
225,glioma/Tr-gl_0788.jpg,0
226,glioma/Tr-gl_0245.jpg,0
227,glioma/Tr-gl_0727.jpg,0
228,glioma/Tr-gl_0089.jpg,0
229,glioma/Tr-gl_0200.jpg,0
230,glioma/Tr-gl_0236.jpg,0
231,glioma/Tr-gl_0733.jpg,0
232,glioma/Tr-gl_0946.jpg,0
233,glioma/Tr-gl_0865.jpg,0
234,glioma/Tr-gl_0173.jpg,0
235,glioma/Tr-gl_1133.jpg,0
236,glioma/Tr-gl_0344.jpg,0
237,glioma/Tr-gl_1150.jpg,0
238,glioma/Tr-gl_0855.jpg,0
239,glioma/Tr-gl_0383.jpg,0
240,glioma/Tr-gl_0081.jpg,0
241,glioma/Tr-gl_0847.jpg,0
242,glioma/Tr-gl_1020.jpg,0
243,glioma/Tr-gl_0682.jpg,0
244,glioma/Tr-gl_0166.jpg,0
245,glioma/Tr-gl_0562.jpg,0
246,glioma/Tr-gl_1053.jpg,0
247,glioma/Tr-gl_0558.jpg,0
248,glioma/Tr-gl_0700.jpg,0
249,glioma/Tr-gl_1106.jpg,0
250,glioma/Tr-gl_0916.jpg,0
251,glioma/Tr-gl_0347.jpg,0
252,glioma/Tr-gl_0437.jpg,0
253,glioma/Tr-gl_1227.jpg,0
254,glioma/Tr-gl_1061.jpg,0
255,glioma/Tr-gl_0807.jpg,0
256,glioma/Tr-gl_0793.jpg,0
257,glioma/Tr-gl_0257.jpg,0
258,glioma/Tr-gl_0148.jpg,0
259,glioma/Tr-gl_0415.jpg,0
260,glioma/Tr-gl_0159.jpg,0
261,glioma/Tr-gl_0594.jpg,0
262,glioma/Tr-gl_0085.jpg,0
263,glioma/Tr-gl_1253.jpg,0
264,glioma/Tr-gl_1318.jpg,0
265,glioma/Tr-gl_0116.jpg,0
266,glioma/Tr-gl_0214.jpg,0
267,glioma/Tr-gl_0810.jpg,0
268,glioma/Tr-gl_1058.jpg,0
269,glioma/Tr-gl_0739.jpg,0
270,glioma/Tr-gl_0975.jpg,0
271,glioma/Tr-gl_0631.jpg,0
272,glioma/Tr-gl_0962.jpg,0
273,glioma/Tr-gl_0030.jpg,0
274,glioma/Tr-gl_0134.jpg,0
275,glioma/Tr-gl_0208.jpg,0
276,glioma/Tr-gl_0477.jpg,0
277,glioma/Tr-gl_0158.jpg,0
278,glioma/Tr-gl_0969.jpg,0
